isweep,gm,i_id,id,i_cgg,cgg,i_cgs,cgs,i_cgd,cgd,i_cds,cds,i_css,css,i_cdd,cdd,i_gds,gds,i_vth,vth,i_vdsat,vdsat,i_vgs,vgs,i_vds,vds,i_rds,rds,i_wt,wt,i_ft,ft,i_kgm,kgm,W,L,pdk
3.50000000e-09,8.60387100e-08,3.50000000e-09,3.49963626e-09,3.50000000e-09,1.25206068e-15,3.50000000e-09,-6.91724735e-16,3.50000000e-09,1.66294739e-18,3.50000000e-09,3.49609003e-16,3.50000000e-09,5.23240352e-16,3.50000000e-09,-3.24508279e-19,3.50000000e-09,9.26509133e-10,3.50000000e-09,6.41243933e-01,3.50000000e-09,4.04236308e-02,3.50000000e-09,4.20328835e-01,3.50000000e-09,4.20328834e-01,3.50000000e-09,1.07932018e+09,3.50000000e-09,6.87176840e+07,3.50000000e-09,1.09367591e+07,3.50000000e-09,2.45850436e+01,0.840,0.500,sky130
3.75000000e-09,9.20396812e-08,3.75000000e-09,3.74962171e-09,3.75000000e-09,1.26031826e-15,3.75000000e-09,-7.03070833e-16,3.75000000e-09,1.69943548e-18,3.75000000e-09,3.54736124e-16,3.75000000e-09,5.30921510e-16,3.75000000e-09,-3.39859617e-19,3.75000000e-09,9.89154667e-10,3.75000000e-09,6.41232079e-01,3.75000000e-09,4.04436458e-02,3.75000000e-09,4.23107561e-01,3.75000000e-09,4.23107560e-01,3.75000000e-09,1.01096424e+09,3.75000000e-09,7.30289197e+07,3.75000000e-09,1.16229136e+07,3.75000000e-09,2.45463912e+01,0.840,0.500,sky130
4.00000000e-09,9.80281697e-08,4.00000000e-09,3.99960980e-09,4.00000000e-09,1.26812090e-15,4.00000000e-09,-7.13775101e-16,4.00000000e-09,1.73383418e-18,4.00000000e-09,3.59566944e-16,4.00000000e-09,5.38158869e-16,4.00000000e-09,-3.54280641e-19,4.00000000e-09,1.05158754e-09,4.00000000e-09,6.41220973e-01,4.00000000e-09,4.04636329e-02,4.00000000e-09,4.25710965e-01,4.00000000e-09,4.25710963e-01,4.00000000e-09,9.50943181e+08,4.00000000e-09,7.73019119e+07,4.00000000e-09,1.23029814e+07,4.00000000e-09,2.45094333e+01,0.840,0.500,sky130
4.25000000e-09,1.04004784e-07,4.25000000e-09,4.24960135e-09,4.25000000e-09,1.27551832e-15,4.25000000e-09,-7.23908960e-16,4.25000000e-09,1.76637831e-18,4.25000000e-09,3.64134835e-16,4.25000000e-09,5.45002409e-16,4.25000000e-09,-3.67879737e-19,4.25000000e-09,1.11382106e-09,4.25000000e-09,6.41210524e-01,4.25000000e-09,4.04835929e-02,4.25000000e-09,4.28160172e-01,4.25000000e-09,4.28160170e-01,4.25000000e-09,8.97810283e+08,4.25000000e-09,8.15392317e+07,4.25000000e-09,1.29773718e+07,4.25000000e-09,2.44740095e+01,0.840,0.500,sky130
4.50000000e-09,1.09969994e-07,4.50000000e-09,4.49959364e-09,4.50000000e-09,1.28255228e-15,4.50000000e-09,-7.33532184e-16,4.50000000e-09,1.79726406e-18,4.50000000e-09,3.68467686e-16,4.50000000e-09,5.51493894e-16,4.50000000e-09,-3.80747005e-19,4.50000000e-09,1.17586609e-09,4.50000000e-09,6.41200659e-01,4.50000000e-09,4.05035261e-02,4.50000000e-09,4.30472663e-01,4.50000000e-09,4.30472662e-01,4.50000000e-09,8.50436975e+08,4.50000000e-09,8.57430889e+07,4.50000000e-09,1.36464364e+07,4.50000000e-09,2.44399834e+01,0.840,0.500,sky130
4.75000000e-09,1.15924302e-07,4.75000000e-09,4.74958730e-09,4.75000000e-09,1.28925831e-15,4.75000000e-09,-7.42695552e-16,4.75000000e-09,1.82665786e-18,4.75000000e-09,3.72589150e-16,4.75000000e-09,5.57668751e-16,4.75000000e-09,-3.92958470e-19,4.75000000e-09,1.23773301e-09,4.75000000e-09,6.41191314e-01,4.75000000e-09,4.05234330e-02,4.75000000e-09,4.32663122e-01,4.75000000e-09,4.32663121e-01,4.75000000e-09,8.07928681e+08,4.75000000e-09,8.99154971e+07,4.75000000e-09,1.43104958e+07,4.75000000e-09,2.44072369e+01,0.840,0.500,sky130
5.00000000e-09,1.21868146e-07,5.00000000e-09,4.99958195e-09,5.00000000e-09,1.29566686e-15,5.00000000e-09,-7.51442459e-16,5.00000000e-09,1.85470172e-18,5.00000000e-09,3.76519413e-16,5.00000000e-09,5.63557209e-16,5.00000000e-09,-4.04578722e-19,5.00000000e-09,1.29943087e-09,5.00000000e-09,6.41182437e-01,5.00000000e-09,4.05433141e-02,5.00000000e-09,4.34743972e-01,5.00000000e-09,4.34743970e-01,5.00000000e-09,7.69567681e+08,5.00000000e-09,9.40582407e+07,5.00000000e-09,1.49698339e+07,5.00000000e-09,2.43756672e+01,0.840,0.500,sky130
5.25000000e-09,1.27801936e-07,5.25000000e-09,5.24957759e-09,5.25000000e-09,1.30180424e-15,5.25000000e-09,-7.59810333e-16,5.25000000e-09,1.88151799e-18,5.25000000e-09,3.80275860e-16,5.25000000e-09,5.69185308e-16,5.25000000e-09,-4.15663165e-19,5.25000000e-09,1.36096786e-09,5.25000000e-09,6.41173982e-01,5.25000000e-09,4.05631697e-02,5.25000000e-09,4.36725826e-01,5.25000000e-09,4.36725824e-01,5.25000000e-09,7.34771208e+08,5.25000000e-09,9.81729297e+07,5.25000000e-09,1.56247070e+07,5.25000000e-09,2.43451846e+01,0.840,0.500,sky130
5.50000000e-09,1.33726026e-07,5.50000000e-09,5.49957315e-09,5.50000000e-09,1.30769330e-15,5.50000000e-09,-7.67831648e-16,5.50000000e-09,1.90721270e-18,5.50000000e-09,3.83873559e-16,5.50000000e-09,5.74575614e-16,5.50000000e-09,-4.26259632e-19,5.50000000e-09,1.42235114e-09,5.50000000e-09,6.41165911e-01,5.50000000e-09,4.05830003e-02,5.50000000e-09,4.38617813e-01,5.50000000e-09,4.38617811e-01,5.50000000e-09,7.03061273e+08,5.50000000e-09,1.02261001e+08,5.50000000e-09,1.62753438e+07,5.50000000e-09,2.43157100e+01,0.840,0.500,sky130
5.75000000e-09,1.39640794e-07,5.75000000e-09,5.74956971e-09,5.75000000e-09,1.31335412e-15,5.75000000e-09,-7.75534864e-16,5.75000000e-09,1.93187869e-18,5.75000000e-09,3.87325697e-16,5.75000000e-09,5.79747879e-16,5.75000000e-09,-4.36409839e-19,5.75000000e-09,1.48358769e-09,5.75000000e-09,6.41158189e-01,5.75000000e-09,4.06028061e-02,5.75000000e-09,4.40427866e-01,5.75000000e-09,4.40427864e-01,5.75000000e-09,6.74041722e+08,5.75000000e-09,1.06323794e+08,5.75000000e-09,1.69219574e+07,5.75000000e-09,2.42871729e+01,0.840,0.500,sky130
6.00000000e-09,1.45546564e-07,6.00000000e-09,5.99956717e-09,6.00000000e-09,1.31880438e-15,6.00000000e-09,-7.82944984e-16,6.00000000e-09,1.95559741e-18,6.00000000e-09,3.90643846e-16,6.00000000e-09,5.84719436e-16,6.00000000e-09,-4.46150271e-19,6.00000000e-09,1.54468363e-09,6.00000000e-09,6.41150787e-01,6.00000000e-09,4.06225875e-02,6.00000000e-09,4.42162899e-01,6.00000000e-09,4.42162897e-01,6.00000000e-09,6.47381755e+08,6.00000000e-09,1.10362512e+08,6.00000000e-09,1.75647393e+07,6.00000000e-09,2.42595107e+01,0.840,0.500,sky130
